14080233,1155825132
14080233,788511914
14080233,438034106
14080233,33154917
14080233,14991701
14080233,307131012
14080233,279251383
14080233,153764273
14080233,84545552
14080233,84570018
14080233,161279349
14080233,165242782
14080233,163006918
14080233,110110203
14080233,3114531
14080233,13192
14080233,92623
14080233,19909160
14080233,18367736
14080233,95554074
14080233,16676965
14080233,92279294
14080233,16189472
14080233,1495501
14080233,20442871
14080233,16329982
14080233,33357326
14080233,39011359
14080233,39359278
14080233,22326086
14080233,16471085
14080233,15699588
14080233,5381462
788511914,200532585
788511914,93017945
788511914,15221262
788511914,14080233
788511914,46444883
788511914,10668202
788511914,422720097
788511914,29273335
788511914,20793816
788511914,64453378
788511914,114478604
788511914,816653
788511914,113130846
788511914,14749606
788511914,355238282
788511914,350759277
788511914,45575031
788511914,343177414
788511914,17043428
788511914,326431413
788511914,240254617
788511914,345811633
788511914,737944310
788511914,21457289
788511914,170424259
788511914,175044427
788511914,29204869
788511914,27188995
788511914,96006339
788511914,349540312
788511914,502135911
788511914,6480682
788511914,198012329
788511914,32278639
788511914,43792737
788511914,20555438
788511914,166739404
788511914,160817572
788511914,86158492
788511914,16342918
788511914,27394169
788511914,136713237
788511914,16374035
788511914,507814169
788511914,45248772
788511914,50858307
788511914,15052144
788511914,53266467
788511914,22027186
788511914,63478318
788511914,2803191
788511914,322456351
788511914,34951520
788511914,57386563
788511914,66561957
788511914,10876852
788511914,90420314
788511914,12319862
788511914,21350494
788511914,110365072
788511914,102591163
788511914,524820620
788511914,484168299
788511914,20536157
788511914,499198512
788511914,41577601
788511914,260563411
788511914,211756332
788511914,21454322
788511914,438917892
788511914,129431388
788511914,136293558
788511914,207773069
788511914,85452649
788511914,51747012
788511914,175415640
788511914,397641318
788511914,424549888
788511914,93711247
788511914,382267114
788511914,20802277
788511914,31117830
788511914,388451002
788511914,15076390
788511914,11348282
788511914,50393960
788511914,17919972
788511914,57826530
438034106,39011359
438034106,14080233
438034106,113696592
438034106,52422878
438034106,53670789
438034106,52146755
438034106,1367531
438034106,20713061
33154917,14666934
33154917,15164565
33154917,539296619
33154917,19070986
33154917,121433293
33154917,430860212
33154917,12050562
33154917,116677832
33154917,31699685
33154917,54018936
33154917,485454448
33154917,277518284
33154917,125119873
33154917,189650420
33154917,135501551
33154917,471954750
33154917,19725644
33154917,6543162
33154917,237836203
33154917,442557172
33154917,15905323
33154917,17093090
33154917,80279373
33154917,281433866
