14080233,788511914
14080233,438034106
14080233,389765383
14080233,307131012
14080233,279251383
14080233,95554074
14080233,1495501
14080233,16189472
14080233,47832411
14080233,39011359
14080233,46163639
14080233,39359278
14080233,16491211
14080233,9387252
14080233,5381462
788511914,82392862
788511914,14080233
788511914,1022907338
788511914,46444883
788511914,714688470
788511914,993062448
788511914,246092379
788511914,343177414
788511914,901762758
788511914,211756332
788511914,257302388
788511914,355238282
788511914,45575031
788511914,548864221
788511914,507814169
788511914,175044427
788511914,29273335
788511914,198012329
788511914,63478318
788511914,27188995
788511914,484168299
788511914,467123114
788511914,57386563
788511914,151455086
788511914,258703206
788511914,260563411
788511914,20009949
788511914,438917892
788511914,51747012
788511914,31117830
788511914,57826530
438034106,617518727
438034106,478498947
438034106,39011359
438034106,14080233
389765383,14080233
389765383,368664066
307131012,7334402
307131012,796677302
307131012,48338416
307131012,827304042
307131012,1129984808
307131012,1099818656
307131012,86866327
307131012,369182133
307131012,1016166949
307131012,755990790
307131012,272022357
307131012,753383202
307131012,14231720
307131012,503633271
307131012,243397939
307131012,17295837
307131012,913137488
307131012,774276013
307131012,854724596
307131012,17495447
307131012,34409466
307131012,64082987
307131012,15042194
307131012,706153382
307131012,32280755
307131012,28114211
307131012,424975680
307131012,246183794
307131012,304608414
307131012,256678912
307131012,406715772
307131012,17418925
307131012,380008923
307131012,335556255
307131012,377079040
307131012,331244633
307131012,54046751
307131012,62430184
307131012,122581777
307131012,371331169
307131012,154281305
307131012,369190768
307131012,362898477
307131012,267887037
307131012,36053807
307131012,309953563
307131012,308707042
307131012,253336954
307131012,308646022
307131012,14080233
307131012,307411711
307131012,307335728
279251383,39011359
279251383,14080233
95554074,307986911
95554074,147728210
95554074,302898628
95554074,1122155352
95554074,1030211953
95554074,533830075
95554074,315600540
95554074,17329999
95554074,898847629
95554074,356877100
95554074,834557886
95554074,263367742
95554074,867295807
95554074,863224237
95554074,525799258
95554074,600297682
95554074,175771825
95554074,380109603
95554074,620632026
95554074,498409129
95554074,170087234
95554074,19186906
95554074,617518727
95554074,287357456
95554074,718728756
95554074,753969194
95554074,80469465
95554074,325670786
95554074,621203305
95554074,410471499
95554074,559263753
95554074,619145918
95554074,37750646
95554074,539662593
95554074,132354646
95554074,350356184
95554074,565159643
95554074,389273752
95554074,543023257
95554074,344343383
95554074,21818140
95554074,116019867
95554074,147702504
95554074,402697165
95554074,425938568
95554074,331976743
95554074,415112325
95554074,51831085
95554074,425024279
95554074,449439524
95554074,328003181
95554074,360336725
95554074,431329058
95554074,426803803
95554074,411963404
95554074,401833808
95554074,391119380
95554074,393198021
95554074,91229462
95554074,53952717
95554074,59145406
95554074,255050868
95554074,286274876
95554074,308707042
95554074,196860553
95554074,248950466
95554074,307546302
95554074,100022283
95554074,279251383
95554074,71335021
95554074,147701924
95554074,43236463
95554074,220400115
95554074,244358294
95554074,127282330
95554074,61048585
95554074,242990972
95554074,50086569
95554074,169331981
95554074,242560247
95554074,92556459
95554074,64938617
95554074,33652904
95554074,14080233
95554074,57592989
95554074,21158690
95554074,39011359
95554074,34613288
95554074,46163639
1495501,203157447
1495501,184522985
1495501,486853527
1495501,2295631
1495501,15107201
1495501,831500882
1495501,846275659
1495501,19914137
1495501,15897828
1495501,539656352
1495501,548611338
1495501,965663509
1495501,38904262
1495501,33387259
1495501,64882873
1495501,20043694
1495501,326277212
1495501,124992954
1495501,902523198
1495501,636094219
1495501,15176682
1495501,444426074
1495501,320910623
1495501,138690880
1495501,15969906
1495501,816167876
1495501,250614356
1495501,81284797
1495501,8685732
1495501,221618887
1495501,31232693
1495501,153143268
1495501,108933815
1495501,166109872
1495501,18778864
1495501,155217270
1495501,42939844
1495501,582888253
1495501,479816214
1495501,395617787
1495501,271457100
1495501,21359460
1495501,597965214
1495501,289119145
1495501,4131731
1495501,631018903
1495501,598392238
1495501,8849962
1495501,17880018
1495501,13724782
1495501,115123661
1495501,61876008
1495501,309844233
1495501,160265022
1495501,471967058
1495501,144594465
1495501,536317015
1495501,64732883
1495501,497343649
1495501,150777101
1495501,313701951
1495501,502416357
1495501,163988199
1495501,38423368
1495501,207306262
1495501,19476668
1495501,47746223
1495501,533023129
1495501,532483969
1495501,9045022
1495501,97228468
1495501,245151898
1495501,193616917
1495501,37675905
1495501,213241403
1495501,84570018
1495501,14138238
1495501,463607046
1495501,390006507
1495501,468956760
1495501,450513919
1495501,469839447
1495501,37680229
1495501,460000204
1495501,104802455
1495501,462217172
1495501,461961166
1495501,21931375
1495501,356166887
1495501,316044040
1495501,454532814
1495501,448690917
1495501,51103278
1495501,21253
1495501,267925626
1495501,255718856
1495501,16510609
1495501,442840711
1495501,395326916
1495501,117588109
1495501,426253056
1495501,12316952
1495501,14457619
1495501,428078398
1495501,121109329
1495501,14133955
1495501,395074742
1495501,239369865
1495501,341467432
1495501,409729945
1495501,1543121
1495501,405799131
1495501,13405032
1495501,16479798
1495501,236769865
1495501,16567397
1495501,105482552
1495501,16656923
1495501,5613022
1495501,16111362
1495501,387813316
1495501,5544262
1495501,5696962
1495501,69281737
1495501,88594733
1495501,382305279
1495501,242331676
1495501,11548152
1495501,141880556
1495501,23602677
1495501,49258318
1495501,211980132
1495501,14569541
1495501,58406988
1495501,155005439
1495501,321261653
1495501,82874321
1495501,279219007
1495501,14073033
1495501,18872482
1495501,126820568
1495501,13268982
1495501,344280010
1495501,20944864
1495501,60242658
1495501,339039041
1495501,47989575
1495501,309171080
1495501,33837578
1495501,97499016
1495501,269710519
1495501,81625928
1495501,150955233
1495501,276051058
1495501,18943178
1495501,22289298
1495501,311707624
1495501,289462101
1495501,13090842
1495501,15406979
1495501,309713045
1495501,317630104
1495501,44693313
1495501,12474212
1495501,306693405
1495501,15906752
1495501,14757487
1495501,303020542
1495501,11354772
1495501,282061415
1495501,281855281
1495501,22180894
1495501,286429241
1495501,209601186
1495501,259200874
1495501,763224
1495501,290155691
1495501,18669194
1495501,7131752
1495501,99376243
1495501,16060215
1495501,284551698
1495501,258258885
1495501,224068127
1495501,14262153
1495501,242257862
1495501,102420208
1495501,14156536
1495501,266191519
1495501,234951573
1495501,272084118
1495501,172847858
1495501,82628984
1495501,190555636
1495501,244039678
1495501,25689349
1495501,819797
1495501,23119552
1495501,141876864
1495501,167682137
1495501,15699588
1495501,52175063
1495501,17930893
1495501,53404118
1495501,9725512
1495501,241558567
1495501,15065568
1495501,201122561
1495501,157075587
1495501,140076484
1495501,14578252
1495501,241413850
1495501,238178024
1495501,17963122
1495501,236403348
1495501,16471085
1495501,43868772
1495501,14550012
1495501,14106454
1495501,91142611
1495501,20481393
1495501,110110203
1495501,8192862
